match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,class,5Last_Gamesaway_team_api_id,5Last_Gameshome_team_api_id,five_last_meetings_for away_team_api_id,five_last_meetings_for home_team_api_id,avg_performane_of_main_home_players,avg_performane_of_all_home_players,avg_performane_of_main_away_players,avg_performane_of_all_away_players,home_team_avg_game_week,away_team_avg_game_week,home_team_avg_age,away_team_avg_age
1474364,9826,8668,0,0,Draw,0.666666667,0.0,0.0,0.0,72.49969522,70.14337906,80.07717593,77.99752419,0.796576032225579,0.7437810945273632,29.032669157326684,29.057700290577
1474366,8650,9879,4,0,Win,0.4,0.666666667,0.4,0.6,81.93567404,78.89759345,78.24593267,74.17800035,0.7433628318584071,0.7454632282712512,28.84206869168156,30.568833041507883
1474368,10260,9825,1,0,Win,0.8666666670000001,0.666666667,0.26666666699999997,0.666666667,84.41741658,81.2802648,81.65766378,79.33937998,0.7420494699646643,0.7447861435136091,29.360830479452062,29.118792808219187
1474371,9850,8654,3,1,Win,0.333333333,0.26666666699999997,0.26666666699999997,0.066666667,73.54768125,71.33170062,75.7370463,73.34597261,0.6018465089440277,0.6246458923512749,30.56770444167704,29.174101027397263
1474372,8466,8667,4,1,Win,0.46666666700000003,0.7333333329999999,0.0,0.0,75.87183601,73.49769128,73.37573173,71.03130818,0.7743589743589743,0.42475728155339804,30.56770444167704,29.711964897260273
1474373,8472,8456,1,0,Win,0.6,0.2,0.46666666700000003,0.46666666700000003,76.03807018,73.11997199,83.17120549,80.16995147,0.703716814159292,0.7290622763063708,29.299915700737632,29.126696643312773
1474375,10003,10194,3,3,Draw,0.133333333,0.26666666699999997,0.4,0.4,74.77206093,72.62155313,76.11690909,74.01274816,0.7060518731988472,0.7423117709437964,32.4368387776607,29.20912539515279
1474378,8586,10261,0,1,Defeat,0.46666666700000003,0.533333333,0.333333333,0.533333333,79.82419692,77.23554599,77.22180923,74.97142084,0.7416725726435152,0.6485148514851485,29.126696643312773,28.97784489267609
1474384,9825,8466,2,0,Win,0.7333333329999999,0.666666667,0.066666667,0.26666666699999997,82.17174577,79.82305362,74.94925536,72.71399222,0.7447861435136091,0.7743589743589743,29.118792808219187,30.56770444167704
1474387,8344,10260,2,2,Draw,0.8666666670000001,0.26666666699999997,0.0,0.0,74.21927480000001,71.03939064,82.40270739,78.55147468,0.9962546816479401,0.7420494699646643,29.032669157326684,29.360830479452062
1474391,8668,8650,3,3,Draw,0.666666667,0.533333333,0.6,0.2,80.07717593,77.85934755,81.75180307,77.8422857,0.7437810945273632,0.7433628318584071,29.057700290577,28.84206869168156
1474394,9879,10003,1,2,Defeat,0.333333333,0.4,0.4,0.2,79.13902169,75.04817571,75.57828315,73.01608101,0.7454632282712512,0.7060518731988472,30.568833041507883,32.4368387776607
1474395,8667,9826,0,1,Defeat,0.066666667,0.26666666699999997,0.0,0.0,74.22762089,71.93127053,72.35231061,69.63186391,0.42475728155339804,0.796576032225579,29.711964897260273,29.032669157326684
1474399,8456,8586,6,0,Win,0.46666666700000003,0.6,0.2,0.8,83.82349307,80.77818863,80.35232942,78.42292571,0.7290622763063708,0.7416725726435152,29.126696643312773,29.126696643312773
1474402,10261,9850,2,1,Win,0.26666666699999997,0.666666667,0.26666666699999997,0.46666666700000003,77.46371399,75.08137755,73.0240792,70.82002795,0.6485148514851485,0.6018465089440277,28.97784489267609,30.56770444167704
1474405,10194,8472,2,0,Win,0.4,0.2,0.533333333,0.333333333,75.81190909,73.78174457,76.03807018,73.11997199,0.7423117709437964,0.703716814159292,29.20912539515279,29.299915700737632
1474406,8659,10252,2,2,Draw,0.333333333,0.4,0.4,0.4,75.18817142,72.94506469,74.46948495,70.8740986,0.616118769883351,0.7434069850320741,28.840226136116566,30.568833041507883
1474408,8654,8455,0,3,Defeat,0.666666667,0.333333333,0.8,0.2,75.7370463,72.97999021,83.63455823,80.86245562,0.6246458923512749,0.7425742574257427,29.174101027397263,29.126696643312773
1474413,10252,8472,0,0,Draw,0.4,0.333333333,0.333333333,0.533333333,74.99528205,72.32690686,75.55288499,73.81297781,0.7434069850320741,0.703716814159292,30.568833041507883,29.299915700737632
1474415,8344,9825,0,3,Defeat,0.8,0.333333333,0.0,0.0,73.6112748,70.64814485,82.17174577,79.82305362,0.9962546816479401,0.7447861435136091,29.032669157326684,29.118792808219187
1474418,8455,8466,3,1,Win,0.533333333,0.666666667,0.26666666699999997,0.066666667,83.87651084,81.01504772,76.61683601,73.92471148,0.7425742574257427,0.7743589743589743,29.126696643312773,30.56770444167704
1474420,8668,10194,4,0,Win,0.4,0.6,0.533333333,0.333333333,79.48118234,76.41999428,74.99602444,73.04571545,0.7437810945273632,0.7423117709437964,29.057700290577,29.20912539515279
1474422,8667,8650,3,1,Win,0.533333333,0.2,0.533333333,0.133333333,74.22762089,71.48713092,81.70810559,77.77692375,0.42475728155339804,0.7433628318584071,29.711964897260273,28.84206869168156
1474424,8456,10003,3,0,Win,0.533333333,0.6,0.26666666699999997,0.46666666700000003,83.82349307,81.15707062,74.46308081,72.49819378,0.7290622763063708,0.7060518731988472,29.126696643312773,32.4368387776607
1474427,10261,8659,2,1,Win,0.4,0.666666667,0.333333333,0.533333333,78.09921182,75.39658318,74.17632932,72.48235868,0.6485148514851485,0.616118769883351,28.97784489267609,28.840226136116566
1474429,9850,9826,1,0,Win,0.26666666699999997,0.26666666699999997,0.0,0.0,73.95618826,71.73811565,72.78069198,70.22462193,0.6018465089440277,0.796576032225579,30.56770444167704,29.032669157326684
1474430,8586,10260,2,2,Draw,0.7333333329999999,0.46666666700000003,0.533333333,0.333333333,80.49774005,78.37527518,83.29042167,79.63330649999999,0.7416725726435152,0.7420494699646643,29.126696643312773,29.360830479452062
