match_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,class
838714,8203,8342,0,1,Defeat
838716,10001,9993,1,1,Draw
838718,9984,10000,1,3,Defeat
838478,8342,9997,4,1,Win
838481,9993,9984,0,0,Draw
838482,10000,8203,1,2,Defeat
838489,6351,10001,0,1,Defeat
838720,8342,8635,0,2,Defeat
838721,9993,9991,2,2,Draw
838723,9997,8203,0,1,Defeat
838725,10000,10001,2,0,Win
838727,9994,9984,2,1,Win
838728,8571,9985,2,1,Win
838732,6351,9986,1,0,Win
838734,9991,8342,0,2,Defeat
838735,9987,9997,1,1,Draw
838739,6351,10000,0,2,Defeat
838741,10001,9994,1,2,Defeat
838742,9984,9985,1,0,Win
838748,9985,8203,3,0,Win
838750,9993,6351,0,0,Draw
838752,9997,9984,0,3,Defeat
838753,10000,9991,2,2,Draw
838754,9994,9987,2,2,Draw
838755,8571,8635,0,2,Defeat
838759,8635,9985,2,0,Win
838761,9991,9994,2,1,Win
838764,9987,8571,3,2,Win
838765,9993,10000,3,0,Win
838767,9986,8203,0,0,Draw
838768,6351,8342,1,4,Defeat
838770,10001,9997,3,0,Win
838772,9984,9989,3,0,Win
838773,8342,9993,1,0,Win
838774,9985,10001,2,1,Win
838775,9997,9991,1,1,Draw
838777,10000,9987,0,1,Defeat
838778,9994,6351,0,2,Defeat
838780,8571,9984,2,1,Win
838783,9989,9986,1,0,Win
838789,8635,9997,2,0,Win
838790,9991,9989,4,1,Win
838791,9987,8342,1,0,Win
838792,9993,9994,1,1,Draw
838794,9986,10000,2,0,Win
838796,6351,9985,0,1,Defeat
838798,10001,8571,2,1,Win
838800,9984,8203,0,1,Defeat
838802,8342,10000,2,0,Win
838804,8635,9984,1,0,Win
838806,9985,9987,0,2,Defeat
838808,9997,6351,1,1,Draw
838809,9994,9986,1,1,Draw
838810,8571,9991,0,1,Defeat
838814,9989,9993,2,2,Draw
838815,8342,9994,2,1,Win
838817,9991,9985,4,1,Win
838819,9987,8203,1,0,Win
838820,9993,8571,3,1,Win
838822,10000,9989,1,1,Draw
838823,9986,9997,1,0,Win
838825,6351,9984,0,0,Draw
838827,10001,8635,2,0,Win
838829,8635,9987,1,1,Draw
838830,9985,8342,2,2,Draw
838832,9997,9993,1,0,Win
838833,9994,10000,2,1,Win
838835,8571,9986,3,0,Win
838838,8203,9991,1,1,Draw
838839,9989,6351,1,1,Draw
838841,9984,10001,0,1,Defeat
838853,8342,8571,4,1,Win
838855,9987,10001,0,2,Defeat
838857,9993,8203,1,1,Draw
838859,10000,9997,1,2,Defeat
838862,9994,9989,1,1,Draw
838864,6351,8635,1,1,Draw
838491,8635,9993,4,0,Win
838493,9985,9994,3,3,Draw
838494,9991,6351,2,1,Win
838499,10001,10000,1,1,Draw
838500,9984,8342,3,1,Win
838867,8635,9991,3,2,Win
838869,9985,9993,1,0,Win
838872,8571,10000,2,2,Draw
838873,8203,6351,2,0,Win
838874,9989,8342,0,0,Draw
838875,10001,9986,2,2,Draw
838876,9984,9987,0,1,Defeat
838503,8342,8203,1,2,Defeat
838504,9993,10001,0,0,Draw
838506,9997,9985,1,0,Win
838508,10000,9984,4,0,Win
838511,9994,8635,0,3,Defeat
838515,6351,9987,1,4,Defeat
838517,8635,10000,0,0,Draw
838519,9991,9993,1,0,Win
838521,9986,6351,2,0,Win
838523,8203,9997,0,0,Draw
838524,10001,8342,1,2,Defeat
838526,9984,9994,1,1,Draw
838528,8342,9987,2,2,Draw
838529,9985,9984,2,0,Win
838531,9993,9986,1,0,Win
838532,9997,8635,0,2,Defeat
838534,10000,6351,0,0,Draw
838536,9994,10001,3,1,Win
838537,8571,8203,1,0,Win
838540,8635,8571,3,0,Win
838542,9991,10000,5,3,Win
838543,9987,9994,3,1,Win
838546,8203,9985,1,0,Win
838547,6351,9993,0,1,Defeat
838552,9984,9997,4,2,Win
838555,8342,6351,4,0,Win
838558,9997,9987,0,2,Defeat
838560,10000,9993,4,3,Win
838561,9994,9991,3,2,Win
838562,8571,10001,1,2,Defeat
838563,8203,9984,2,2,Draw
838564,9989,8635,1,1,Draw
838567,8635,8203,5,0,Win
838568,9991,9997,2,0,Win
838570,9987,10000,3,0,Win
838571,9993,8342,2,1,Win
838575,6351,9994,0,1,Defeat
838576,10001,9985,1,2,Defeat
838578,9984,8571,2,1,Win
1032692,1773,8635,2,1,Win
1032693,9998,9985,1,1,Draw
1032694,9987,9993,3,1,Win
1032697,8571,9989,1,1,Draw
1032698,8203,9997,2,1,Win
1032699,8342,10001,5,0,Win
1032764,8342,9991,2,0,Win
1032765,8635,9985,5,0,Win
1032766,9997,9993,2,4,Defeat
1032767,10000,9989,1,2,Defeat
1032768,1773,10001,1,1,Draw
1032770,8203,9984,1,2,Defeat
1032771,9998,8571,3,1,Win
1032773,9987,9998,2,0,Win
1032774,9991,9994,3,1,Win
1032775,9993,8203,2,2,Draw
1032776,8571,8342,2,1,Win
1032777,9989,9997,0,2,Defeat
1032778,10001,8635,1,2,Defeat
1032780,8342,9987,4,5,Defeat
1032781,8635,9989,4,0,Win
1032782,9997,9985,1,1,Draw
1032783,10000,9984,1,1,Draw
1032784,1773,9993,3,2,Win
1032785,9994,8571,1,4,Defeat
1032786,8203,10001,1,0,Win
1032787,9998,9991,1,1,Draw
1032788,9985,8342,2,1,Win
1032789,9987,8571,2,2,Draw
1032790,9991,8203,6,2,Win
1032791,9993,9998,2,0,Win
1032792,10000,9997,0,0,Draw
1032793,9989,1773,3,1,Win
1032794,10001,9994,2,4,Defeat
1032795,9984,8635,1,0,Win
1032796,8342,9984,1,0,Win
1032797,8635,9997,3,1,Win
1032799,1773,9985,1,3,Defeat
1032801,8571,9991,0,4,Defeat
1032803,9998,9989,2,1,Win
1032804,9985,8203,3,2,Win
1032805,9991,9987,2,0,Win
1032806,9993,8571,0,1,Defeat
1032807,9997,1773,2,1,Win
1032808,10000,8635,2,3,Defeat
1032809,9989,8342,0,1,Defeat
1032811,9984,9994,1,1,Draw
1032812,8635,1773,0,0,Draw
1032813,9985,9991,0,0,Draw
1032814,9993,9987,2,0,Win
1032815,9997,9998,2,3,Defeat
1032816,10000,9994,1,1,Draw
1032817,9989,8203,2,2,Draw
1032819,9984,8571,1,2,Defeat
1032820,8342,9997,1,0,Win
1032821,9987,9989,4,0,Win
1032823,9994,9985,1,1,Draw
1032825,8203,8635,2,1,Win
1032826,9998,9984,0,2,Defeat
1032827,9991,9993,0,1,Defeat
1032828,8635,9994,3,2,Win
1032829,9985,9987,0,0,Draw
1032830,9997,8203,0,0,Draw
1032831,10000,9998,2,3,Defeat
1032832,1773,8342,3,1,Win
1032833,9989,8571,2,0,Win
1032835,9984,9991,0,1,Defeat
1032836,8342,10000,1,0,Win
1032837,9987,9984,4,2,Win
1032839,9993,9989,0,0,Draw
1032840,9994,9997,0,0,Draw
1032841,8571,9985,2,0,Win
1032842,8203,1773,2,2,Draw
1032843,9998,8635,1,1,Draw
1032700,8635,8203,3,1,Win
1032701,9985,9994,3,1,Win
1032703,9997,8342,3,3,Draw
1032705,9989,9987,0,0,Draw
1032706,10001,8571,0,0,Draw
1032707,9984,9998,1,1,Draw
1032844,8635,8342,3,0,Win
1032845,9985,9993,6,1,Win
1032846,9997,8571,0,0,Draw
1032847,10000,9987,1,1,Draw
1032848,1773,9994,1,1,Draw
1032849,8203,9998,4,1,Win
1032850,9989,9991,2,1,Win
1032852,8342,8203,0,1,Defeat
1032853,9987,9997,2,1,Win
1032854,9991,10000,0,0,Draw
1032855,9993,9984,4,0,Win
1032856,9994,9989,2,0,Win
1032857,8571,8635,0,1,Defeat
1032858,9998,1773,2,2,Draw
1032859,10001,9985,0,0,Draw
1032860,8342,9994,3,0,Win
1032861,8635,9991,3,1,Win
1032862,9985,9998,2,1,Win
1032863,9997,10001,0,3,Defeat
1032864,1773,8571,0,2,Defeat
1032865,8203,9987,3,2,Win
1032866,9989,9984,2,2,Draw
1032867,10000,9993,1,0,Win
1032868,9987,1773,5,0,Win
1032869,9991,9997,6,0,Win
1032870,9993,8635,0,0,Draw
1032871,9994,8203,3,2,Win
1032872,8571,10000,0,0,Draw
1032873,9998,8342,0,2,Defeat
1032874,10001,9989,0,2,Defeat
1032875,9984,9985,0,1,Defeat
1032876,8342,9993,5,1,Win
1032877,8635,9987,4,2,Win
1032878,9997,9984,0,1,Defeat
1032879,10000,10001,3,1,Win
1032881,9994,9998,3,1,Win
1032882,8203,8571,0,0,Draw
1032883,9989,9985,0,2,Defeat
1032884,1773,9991,2,3,Defeat
1032885,9985,8635,1,2,Defeat
1032886,9987,9994,0,1,Defeat
1032887,9991,8342,1,3,Defeat
1032889,8571,9998,2,2,Draw
1032890,9989,10000,2,1,Win
1032891,10001,1773,1,3,Defeat
1032892,9984,8203,1,0,Win
1032893,8342,8571,2,1,Win
1032894,8635,10001,3,1,Win
1032895,9997,9989,1,1,Draw
1032896,10000,9985,4,2,Win
1032897,1773,9984,2,3,Defeat
1032898,9994,9991,1,1,Draw
1032900,9998,9987,1,2,Defeat
1032901,9985,9997,0,0,Draw
1032902,9987,8342,3,0,Win
1032903,9993,1773,2,1,Win
1032904,8571,9994,2,5,Defeat
1032905,9989,8635,0,0,Draw
1032906,10001,8203,1,3,Defeat
1032907,9984,10000,1,0,Win
1032908,9991,9998,2,0,Win
1032909,8342,9985,1,0,Win
1032910,8635,9984,4,0,Win
1032911,9997,10000,1,0,Win
1032912,1773,9989,0,0,Draw
1032914,8571,9987,3,2,Win
1032915,8203,9991,0,2,Defeat
1032916,9998,9993,4,2,Win
1032917,9985,1773,4,0,Win
1032918,9991,8571,3,1,Win
1032919,9993,9994,2,2,Draw
1032920,9997,8635,2,2,Draw
1032921,10000,8203,2,0,Win
1032922,9989,9998,1,1,Draw
1032923,10001,9987,3,2,Win
1032924,9984,8342,1,2,Defeat
1032708,8342,1773,1,0,Win
1032710,9991,9985,3,1,Win
1032711,9993,10001,3,1,Win
1032712,9994,8635,0,1,Defeat
1032713,8571,9984,2,0,Win
1032714,8203,9989,2,1,Win
1032715,9998,9997,4,2,Win
1032925,8342,9989,1,0,Win
1032926,8635,10000,2,1,Win
1032927,9987,9991,3,1,Win
1032929,9994,9984,1,0,Win
1032930,8571,9993,2,0,Win
1032931,8203,9985,1,2,Defeat
1032932,9998,10001,2,1,Win
1032716,9985,8571,3,1,Win
1032717,9997,9994,0,2,Defeat
1032718,10000,8342,1,1,Draw
1032719,1773,8203,1,2,Defeat
1032720,9989,9993,1,1,Draw
1032722,9984,9987,3,2,Win
1032723,8635,9998,2,2,Draw
1032724,8342,8635,1,1,Draw
1032725,9987,8203,0,0,Draw
1032726,9991,9989,1,0,Win
1032727,9993,9985,1,1,Draw
1032728,9994,1773,0,1,Defeat
1032729,8571,9997,4,0,Win
1032731,10001,9984,1,3,Defeat
1032732,8635,8571,2,0,Win
1032733,9985,10001,1,0,Win
1032734,9997,9987,3,4,Defeat
1032735,10000,9991,1,3,Defeat
1032736,1773,9998,3,1,Win
1032737,8203,8342,1,2,Defeat
1032738,9984,9993,2,1,Win
1032739,9989,9994,1,1,Draw
1032740,9987,9985,3,0,Win
1032741,9991,8635,0,1,Defeat
1032742,9993,10000,2,0,Win
1032743,9994,8342,1,2,Defeat
1032744,8571,1773,2,0,Win
1032745,9998,8203,5,1,Win
1032746,10001,9997,2,0,Win
1032747,9984,9989,0,0,Draw
1032748,8342,9998,2,1,Win
1032749,8635,9993,3,2,Win
1032750,9985,9984,0,0,Draw
1032751,9997,9991,3,4,Defeat
1032752,10000,8571,1,0,Win
1032753,1773,9987,1,1,Draw
1032754,8203,9994,0,2,Defeat
1032755,9989,10001,0,0,Draw
1032756,9985,9989,2,0,Win
1032757,9987,8635,0,1,Defeat
1032758,9991,1773,6,1,Win
1032759,9993,8342,1,1,Draw
1032760,8571,8203,1,0,Win
1032761,9998,9994,3,3,Draw
1032763,9984,9997,2,2,Draw
1223976,8571,8635,1,1,Draw
1223977,9993,9994,2,4,Defeat
1223980,9998,1773,5,2,Win
1223981,9985,10000,0,1,Defeat
1223982,8203,9986,4,2,Win
1223983,8342,8475,3,1,Win
1223984,9991,9989,2,0,Win
1223985,9987,9984,3,3,Draw
1224055,8342,9987,1,1,Draw
1224056,9985,8635,2,1,Win
1224057,9993,9991,2,2,Draw
1224058,9986,1773,0,4,Defeat
1224059,10000,9984,3,1,Win
1224060,9994,9989,2,2,Draw
1224061,8203,8571,0,2,Defeat
1224062,8475,9998,2,2,Draw
1224063,8635,8475,2,0,Win
1224064,9987,9993,3,0,Win
1224065,9991,8571,0,1,Defeat
1224066,10000,9994,0,3,Defeat
1224067,1773,8342,4,1,Win
1224068,9989,9986,0,1,Defeat
1224069,9998,9985,3,1,Win
1224070,9984,8203,1,2,Defeat
1224071,8342,9994,2,3,Defeat
1224072,9985,9984,2,1,Win
1224073,9991,9998,2,0,Win
1224074,9993,1773,1,3,Defeat
1224075,9986,8635,2,0,Win
1224076,8571,9987,1,1,Draw
1224077,8203,9989,3,0,Win
1224078,8475,10000,0,2,Defeat
1224079,8635,9991,5,0,Win
1224080,9987,9985,0,2,Defeat
1224081,10000,9986,4,1,Win
1224082,1773,8203,3,1,Win
1224083,9994,8475,2,0,Win
1224084,9989,8342,3,2,Win
1224085,9998,8571,1,0,Win
1224086,9984,9993,3,1,Win
1224087,8342,10000,0,1,Defeat
1224088,9985,1773,2,0,Win
1224089,9991,9987,1,2,Defeat
1224090,9993,8475,1,2,Defeat
1224091,9986,9994,0,2,Defeat
1224092,8571,9989,4,1,Win
1224093,8203,8635,1,4,Defeat
1224094,9998,9984,3,2,Win
1224095,8635,8342,6,1,Win
1224096,9987,9998,5,1,Win
1224097,10000,8203,1,1,Draw
1224098,1773,8571,0,0,Draw
1224099,9994,9985,2,1,Win
1224100,9989,9993,1,3,Defeat
1224101,8475,9986,0,0,Draw
1224102,9984,9991,2,2,Draw
1224103,8635,8571,1,0,Win
1224104,9986,8203,1,1,Draw
1224105,10000,9985,0,0,Draw
1224106,1773,9998,1,3,Defeat
1224107,9994,9993,1,0,Win
1224108,9989,9991,2,0,Win
1224109,8475,8342,2,6,Defeat
1224110,9984,9987,3,1,Win
1224111,8342,9986,1,0,Win
1224112,9985,9989,3,0,Win
1224113,9987,1773,1,1,Draw
1224114,9991,10000,0,1,Defeat
1224115,9993,8635,1,4,Defeat
1224116,8571,9984,3,1,Win
1224117,8203,8475,0,1,Defeat
1224118,9998,9994,1,2,Defeat
1224119,8342,8203,1,1,Draw
1224120,8635,9984,2,1,Win
1224121,9986,8571,2,0,Win
1224122,10000,9993,0,0,Draw
1224123,1773,9991,1,1,Draw
1224124,9994,9987,3,4,Defeat
1224125,9989,9998,0,3,Defeat
1224126,8475,9985,0,2,Defeat
1224127,9985,9986,6,1,Win
1224128,9987,9989,4,1,Win
1224129,9991,8475,0,2,Defeat
1224130,9993,8342,1,7,Defeat
1224131,8571,10000,1,2,Defeat
1224132,8203,9994,2,1,Win
1224133,9998,8635,0,5,Defeat
1224134,9984,1773,1,1,Draw
1223991,8635,9993,1,0,Win
1223992,9986,8342,0,1,Defeat
1223993,10000,9991,3,1,Win
1223994,1773,9987,2,2,Draw
1223995,9994,9998,2,2,Draw
1223996,9989,9985,0,0,Draw
1223997,8475,8203,0,0,Draw
1223998,9984,8571,1,2,Defeat
1224135,8342,9998,2,0,Win
1224137,9986,9993,1,0,Win
1224138,10000,9987,3,2,Win
1224139,9994,9991,2,2,Draw
1224140,8203,9985,0,2,Defeat
1224141,9989,9984,1,1,Draw
1224142,8475,8571,1,0,Win
1224143,9985,8342,1,3,Defeat
1224144,9987,8635,2,4,Defeat
1224145,9991,9986,1,2,Defeat
1224146,9993,8203,0,2,Defeat
1224147,1773,9989,2,2,Draw
1224148,8571,9994,2,3,Defeat
1224149,9998,10000,1,1,Draw
1224150,9984,8475,2,2,Draw
1224151,8342,8571,0,0,Draw
1224152,8635,9989,4,1,Win
1224153,9985,9993,3,0,Win
1224154,9986,9998,1,2,Defeat
1224156,9994,9984,3,0,Win
1224157,8203,9991,1,0,Win
1224158,8475,9987,1,1,Draw
1224159,8635,10000,0,1,Defeat
1224160,9987,9986,3,1,Win
1224161,9991,9985,0,0,Draw
1224162,1773,9994,2,6,Defeat
1224163,8571,9993,4,0,Win
1224165,9998,8203,2,3,Defeat
1224166,9984,8342,0,3,Defeat
1224167,8342,9991,0,0,Draw
1224168,9985,8571,2,0,Win
1224169,9993,9998,0,0,Draw
1224170,9986,9984,2,1,Win
1224171,10000,9989,2,0,Win
1224173,8203,9987,2,1,Win
1224174,8475,1773,2,0,Win
1224175,8635,9985,2,2,Draw
1224176,9987,8342,4,1,Win
1224177,9991,9993,2,1,Win
1224178,1773,9986,1,0,Win
1224179,8571,8203,2,1,Win
1224181,9998,8475,3,0,Win
1224182,9984,10000,1,2,Defeat
1224183,8342,1773,3,1,Win
1224184,9985,9998,0,1,Defeat
1224185,9993,9987,0,2,Defeat
1224186,9986,9989,1,0,Win
1224188,8571,9991,1,0,Win
1224189,8203,9984,2,0,Win
1224190,8475,8635,1,2,Defeat
1224191,8635,9986,2,0,Win
1224192,9987,8571,2,0,Win
1224193,10000,8475,2,0,Win
1224194,1773,9993,1,1,Draw
1224196,9989,8203,0,2,Defeat
1224197,9998,9991,0,2,Defeat
1224198,9984,9985,0,1,Defeat
1224199,8342,8635,2,2,Draw
1224200,9985,9987,0,0,Draw
1224201,9991,9984,2,0,Win
1224203,9986,10000,0,1,Defeat
1224204,8571,9998,0,1,Defeat
1224205,8203,1773,1,2,Defeat
1224207,8635,8203,1,0,Win
1224208,9987,9991,3,2,Win
1224209,10000,8342,1,2,Defeat
1224210,1773,9985,0,4,Defeat
1224213,8475,9993,3,2,Win
1224214,9984,9998,1,3,Defeat
1223999,9985,8475,3,1,Win
1224000,9987,9994,1,0,Win
1224001,9991,1773,1,1,Draw
1224002,9993,10000,1,1,Draw
1224003,8571,9986,0,1,Defeat
1224004,8203,8342,3,3,Draw
1224005,9998,9989,1,1,Draw
1224006,9984,8635,0,3,Defeat
1224216,9985,9994,0,2,Defeat
1224217,9991,8635,1,1,Draw
1224218,9993,9984,3,1,Win
1224219,9986,8475,3,0,Win
1224222,9998,9987,1,5,Defeat
1224007,8342,9993,3,1,Win
1224008,8635,9998,2,1,Win
1224009,9986,9985,2,6,Defeat
1224010,10000,8571,2,0,Win
1224011,1773,9984,3,2,Win
1224012,9994,8203,2,1,Win
1224013,9989,9987,1,1,Draw
1224014,8475,9991,0,2,Defeat
1224015,9985,8203,3,2,Win
1224016,9987,10000,2,0,Win
1224017,9991,9994,2,1,Win
1224018,9993,9986,2,0,Win
1224019,1773,8635,1,1,Draw
1224020,8571,8475,2,1,Win
1224021,9998,8342,1,3,Defeat
1224022,9984,9989,0,3,Defeat
1224023,8342,9985,4,2,Win
1224024,8635,9987,2,2,Draw
1224025,9986,9991,1,1,Draw
1224026,10000,9998,2,4,Defeat
1224027,9994,8571,0,1,Defeat
1224028,8203,9993,0,2,Defeat
1224029,9989,1773,1,1,Draw
1224031,9987,8475,1,1,Draw
1224032,9991,8203,0,2,Defeat
1224033,9993,9985,3,2,Win
1224034,1773,10000,0,1,Defeat
1224035,8571,8342,1,1,Draw
1224036,9989,8635,1,1,Draw
1224037,9998,9986,2,3,Defeat
1224038,9984,9994,0,1,Defeat
1224039,8342,9984,4,0,Win
1224040,9985,9991,1,2,Defeat
1224041,9993,8571,2,1,Win
1224042,9986,9987,1,2,Defeat
1224043,10000,8635,2,3,Defeat
1224044,9994,1773,2,2,Draw
1224045,8203,9998,3,0,Win
1224046,8475,9989,1,1,Draw
1224047,8635,9994,3,0,Win
1224048,9987,8203,2,1,Win
1224049,9991,8342,2,2,Draw
1224050,1773,8475,5,2,Win
1224051,8571,9985,2,1,Win
1224052,9989,10000,1,4,Defeat
1224053,9998,9993,1,0,Win
1224054,9984,9986,1,0,Win
1677179,8475,9989,2,0,Win
1677180,9991,8573,0,1,Defeat
1677181,9989,9991,1,0,Win
1677182,8573,8475,0,0,Draw
1677183,9991,8475,2,1,Win
1677184,8573,9989,2,0,Win
1677185,8475,9991,2,4,Defeat
1677186,9989,8573,0,2,Defeat
1677188,8573,9991,1,1,Draw
1677189,8475,8573,0,1,Defeat
1677190,9991,9989,4,0,Win
1717817,9985,9986,3,0,Win
1717818,8475,8342,0,2,Defeat
1717819,9984,9991,0,0,Draw
1717820,9989,8573,2,0,Win
1717822,8203,9987,3,1,Win
1717823,8635,274581,3,1,Win
1717824,10000,8571,2,0,Win
1717889,8342,9985,3,0,Win
1717890,8635,9987,0,0,Draw
1717891,9986,8571,0,2,Defeat
1717892,274581,8203,1,1,Draw
1717893,9994,8573,3,1,Win
1717894,9989,10000,3,1,Win
1717895,10001,9991,0,0,Draw
1717896,8475,9984,1,0,Win
1717897,9985,10000,1,2,Defeat
1717898,9987,10001,3,1,Win
1717899,9991,9986,2,2,Draw
1717900,8573,274581,0,0,Draw
1717901,9994,8342,1,3,Defeat
1717902,8571,8475,2,1,Win
1717903,8203,8635,1,1,Draw
1717904,9984,9989,1,2,Defeat
1717905,8342,9991,2,2,Draw
1717906,8635,9985,0,2,Defeat
1717907,9986,8573,2,0,Win
