match_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,class
654745,9941,8639,0,2,Defeat
654746,8583,8588,0,0,Draw
654747,9827,9874,2,0,Win
654748,9855,4170,2,0,Win
654749,8682,9847,1,0,Win
654750,8639,8592,3,2,Win
654751,9829,8481,2,1,Win
654752,10249,8689,2,1,Win
654753,9851,9831,2,2,Draw
654754,9853,9941,0,1,Defeat
654755,9873,9748,2,2,Draw
654756,4170,9851,1,0,Win
654757,8588,9827,4,3,Win
654758,8689,8639,2,1,Win
654759,9748,8682,2,0,Win
654760,8592,9855,2,0,Win
654761,8481,9873,1,1,Draw
654762,9831,9853,1,1,Draw
654764,9874,8583,1,2,Defeat
654765,9941,9829,0,0,Draw
653935,4170,8583,0,0,Draw
653936,8588,9851,2,2,Draw
653937,8689,8682,1,0,Win
653939,9748,8481,3,1,Win
653942,8592,9827,0,0,Draw
653944,9831,10249,0,3,Defeat
653946,9847,8639,3,0,Win
653948,9853,9855,1,0,Win
653950,9874,9829,1,0,Win
653951,9941,9873,0,1,Defeat
653955,8583,9831,2,0,Win
653956,9827,9855,1,0,Win
653958,8682,8592,1,2,Defeat
653960,8639,9874,1,0,Win
653963,9748,8689,1,0,Win
653965,9829,9847,2,0,Win
653969,10249,8588,1,0,Win
653971,8481,9941,0,0,Draw
653973,9851,9853,1,0,Win
653974,9873,4170,1,1,Draw
653975,4170,9827,0,2,Defeat
653976,9855,9851,0,4,Defeat
653978,8588,8639,1,1,Draw
653980,8689,8481,3,1,Win
653983,8592,10249,4,2,Win
653986,9831,9829,1,3,Defeat
653988,9847,9748,1,1,Draw
653990,9853,8583,1,1,Draw
653992,9874,9873,2,5,Defeat
653994,9941,8682,2,0,Win
653995,8583,9855,2,0,Win
653998,9827,9851,1,0,Win
654000,8682,8588,3,0,Win
654002,8639,9831,1,1,Draw
654004,8689,9847,1,1,Draw
654007,9748,9941,2,1,Win
654009,9829,9853,1,2,Defeat
654013,8481,9874,2,1,Win
654014,9873,8592,3,2,Win
654018,9855,10249,2,3,Defeat
654020,8588,9748,0,2,Defeat
654022,8592,9829,1,2,Defeat
654024,9831,9873,3,2,Win
654027,9847,8481,1,1,Draw
654029,9851,8583,0,1,Defeat
654031,9853,9827,3,1,Win
654033,9874,8682,1,0,Win
654034,9941,8689,0,1,Defeat
654035,8583,9827,1,0,Win
654039,8639,9851,0,0,Draw
654040,8689,9831,4,1,Win
654043,9748,9874,0,2,Defeat
654050,9829,8588,2,0,Win
654051,10249,9853,2,1,Win
654055,8481,8592,0,3,Defeat
654057,9941,9847,1,0,Win
654059,9873,9855,2,0,Win
829867,8583,8689,2,2,Draw
829869,8588,8481,1,2,Defeat
829870,9748,9829,0,0,Draw
829871,8592,7819,1,2,Defeat
829872,10249,9827,1,0,Win
829873,9831,9873,0,0,Draw
829874,9847,9853,3,1,Win
829875,9851,8639,1,1,Draw
829964,108893,9748,1,1,Draw
829965,9827,8521,0,2,Defeat
829966,8588,9831,1,0,Win
829967,8639,8592,1,3,Defeat
829968,9829,9873,0,2,Defeat
829969,8481,8689,1,0,Win
829970,9847,8583,2,3,Defeat
829971,9851,10249,0,1,Defeat
829972,9853,7819,1,1,Draw
829973,9874,9941,1,3,Defeat
829982,8583,9831,2,0,Win
829983,8521,9853,2,0,Win
829984,7819,8481,2,3,Defeat
829985,8689,108893,2,0,Win
829986,9748,9874,2,1,Win
829987,8592,9851,0,0,Draw
829988,9829,9827,2,2,Draw
829991,10249,9847,1,1,Draw
830011,9941,8588,1,1,Draw
830027,9873,8639,1,1,Draw
830045,9827,9873,1,1,Draw
830047,8588,10249,2,0,Win
830048,8639,8521,3,1,Win
830050,8481,9829,0,4,Defeat
830051,9831,9941,2,0,Win
830052,9847,8592,2,1,Win
830053,9851,9748,1,1,Draw
830054,9853,8689,1,2,Defeat
830055,9874,8583,1,1,Draw
830058,8583,9851,2,1,Win
830059,9827,8481,2,1,Win
830060,8521,9874,1,1,Draw
830062,7819,8639,2,5,Defeat
830063,8689,9847,1,1,Draw
830065,9748,9831,1,0,Win
830066,8592,8588,1,1,Draw
830069,10249,9941,1,0,Win
830070,9873,9853,1,1,Draw
830072,8588,9748,1,3,Defeat
830073,8639,9829,2,1,Win
830074,8481,9873,2,0,Win
830075,9831,10249,0,1,Defeat
830076,9847,7819,2,1,Win
830077,9851,8521,2,1,Win
830078,9853,8583,1,1,Draw
830079,9874,8689,2,0,Win
830080,9941,8592,0,1,Defeat
830081,8583,9941,1,2,Defeat
830082,9827,8639,1,1,Draw
830084,7819,9874,0,3,Defeat
830085,8689,9851,2,0,Win
830086,9748,9847,2,2,Draw
830087,8592,10249,4,0,Win
830088,9829,9831,1,1,Draw
830089,8481,9853,1,1,Draw
830090,9873,108893,3,0,Win
830092,8588,8583,1,1,Draw
830093,8639,8689,6,3,Win
830094,10249,9748,1,2,Defeat
830095,9831,8592,1,0,Win
830096,9847,8521,3,1,Win
830097,9851,9829,1,0,Win
830099,9853,9827,2,2,Draw
830100,9874,9873,2,1,Win
830101,9941,7819,1,0,Win
830102,108893,8639,0,1,Defeat
830104,8583,8592,1,1,Draw
830105,9827,9851,0,0,Draw
830106,8521,10249,0,0,Draw
830107,7819,9831,0,0,Draw
830109,9748,9941,2,0,Win
830110,9829,9853,0,2,Defeat
830112,8481,9874,1,0,Win
830113,9873,9847,1,2,Defeat
830114,8588,7819,2,0,Win
830115,8639,8481,3,0,Win
830116,8592,9748,1,1,Draw
830117,10249,8583,1,1,Draw
830118,9831,8521,1,1,Draw
830119,9847,9829,2,2,Draw
830120,9851,9873,1,0,Win
830121,9853,108893,2,0,Win
830122,9874,9827,1,1,Draw
830123,9941,8689,3,0,Win
830124,108893,9831,0,0,Draw
830125,9827,8588,2,2,Draw
830126,8521,8592,0,0,Draw
830127,7819,9851,1,0,Win
830128,8639,9853,1,1,Draw
830131,8689,10249,0,0,Draw
830132,9748,8583,1,1,Draw
830133,9829,9874,2,1,Win
830134,8481,9847,2,0,Win
830135,9873,9941,2,1,Win
829879,9827,9941,1,2,Defeat
829881,7819,9748,3,2,Win
829883,8639,9847,0,0,Draw
829884,8689,9831,1,2,Defeat
829885,9829,10249,0,0,Draw
829886,8481,9851,0,3,Defeat
829887,9853,9874,3,2,Win
829888,9873,8592,3,2,Win
830136,8583,9829,1,1,Draw
830137,8521,7819,1,3,Defeat
830138,8588,9853,2,1,Win
830139,9748,8689,3,0,Win
830140,8592,9827,2,1,Win
830141,10249,9873,2,1,Win
830142,9831,8639,0,2,Defeat
830143,9847,9874,2,1,Win
830144,9851,108893,4,0,Win
830145,9941,8481,1,0,Win
830146,108893,9847,1,2,Defeat
830147,9827,9831,2,0,Win
830148,7819,8583,2,0,Win
830149,8639,8588,1,0,Win
830150,8689,8521,2,0,Win
830151,9829,8592,0,0,Draw
830152,8481,10249,1,2,Defeat
830154,9853,9941,2,1,Win
830155,9874,9851,5,1,Win
830156,9873,9748,2,1,Win
830159,8583,8639,1,1,Draw
830161,8521,8481,2,1,Win
830162,7819,8689,0,2,Defeat
830163,8588,9873,1,1,Draw
830165,9748,9827,0,0,Draw
830166,8592,108893,1,0,Win
830168,10249,9853,1,2,Defeat
830170,9831,9874,1,0,Win
830171,9851,9847,1,0,Win
830172,9941,9829,2,0,Win
830175,108893,10249,0,0,Draw
830176,9827,7819,1,2,Defeat
830180,8639,9941,2,0,Win
830183,9847,8588,0,0,Draw
830184,9851,9831,2,0,Win
830186,9853,9748,1,4,Defeat
830188,9874,8592,1,2,Defeat
830191,9873,8521,3,0,Win
830199,7819,9873,2,2,Draw
830205,8588,9874,2,3,Defeat
830207,8689,9827,5,1,Win
830209,9748,8481,4,0,Win
830213,8592,9853,2,1,Win
830216,10249,8639,1,0,Win
830220,9831,9847,0,3,Defeat
830222,9941,9851,1,2,Defeat
830230,108893,8521,1,1,Draw
830235,9827,8583,3,0,Win
830239,8639,9748,1,1,Draw
830243,9829,7819,2,2,Draw
830249,8481,8592,1,2,Defeat
830254,9847,9941,2,1,Win
830260,9851,8588,2,0,Win
830266,9853,9831,0,2,Defeat
830276,9874,10249,0,0,Draw
830278,9873,8689,0,0,Draw
830281,8583,9847,1,0,Win
830283,8521,9827,1,3,Defeat
830284,7819,9853,1,0,Win
830285,8689,8481,0,0,Draw
830286,9748,108893,5,0,Win
830288,8592,8639,1,2,Defeat
830291,10249,9851,0,1,Defeat
830293,9831,8588,0,0,Draw
830295,9941,9874,0,1,Defeat
830296,9873,9829,0,0,Draw
830300,108893,8689,3,3,Draw
830302,9827,9829,0,1,Defeat
830306,8588,9941,0,1,Defeat
830307,8639,9873,2,1,Win
830309,8481,7819,2,0,Win
830310,9831,8583,1,0,Win
830313,9847,10249,2,2,Draw
830316,9851,8592,0,2,Defeat
830318,9853,8521,2,0,Win
830320,9874,9748,0,2,Defeat
830323,8583,9874,2,0,Win
830325,8521,8639,1,2,Defeat
830327,7819,108893,2,0,Win
830329,8689,9853,0,0,Draw
830330,9748,9851,1,1,Draw
830332,8592,9847,2,1,Win
830334,9829,8481,0,1,Defeat
830336,10249,8588,1,4,Defeat
830339,9941,9831,1,1,Draw
830341,9873,9827,2,2,Draw
830344,108893,9829,0,2,Defeat
830345,8588,8592,0,1,Defeat
830348,8639,7819,3,1,Win
830352,8481,9827,0,0,Draw
830353,9831,9748,2,2,Draw
830354,9847,8689,0,0,Draw
830356,9851,8583,0,0,Draw
830357,9853,9873,1,1,Draw
830360,9874,8521,2,1,Win
830362,9941,10249,0,1,Defeat
829889,8583,9873,1,1,Draw
829890,8588,9829,2,2,Draw
829891,9748,8521,1,0,Win
829892,8592,8689,2,0,Win
829893,10249,7819,0,0,Draw
829894,9831,8481,1,1,Draw
829895,9847,9827,1,2,Defeat
829896,9851,9853,0,0,Draw
829897,9874,8639,0,0,Draw
830365,8583,9853,2,2,Draw
830368,9827,108893,0,0,Draw
830369,8521,9851,2,0,Win
830372,7819,9847,1,2,Defeat
830373,8689,9874,1,1,Draw
830375,9748,8588,3,0,Win
830377,8592,9941,2,2,Draw
830378,9829,8639,1,0,Win
830380,10249,9831,1,1,Draw
830382,9873,8481,1,1,Draw
830385,108893,9873,0,1,Defeat
830387,8588,8521,1,1,Draw
830388,8639,9827,1,1,Draw
830390,10249,8592,1,2,Defeat
830392,9831,9829,3,2,Win
830393,9847,9748,1,0,Win
830396,9851,8689,1,2,Defeat
830397,9853,8481,2,1,Win
830399,9874,7819,3,2,Win
830401,9941,8583,0,1,Defeat
830405,8583,8588,1,1,Draw
830436,9827,9853,2,0,Win
830437,8521,9847,2,2,Draw
830439,7819,9941,1,1,Draw
830442,8689,8639,1,1,Draw
830443,9748,10249,3,2,Win
830445,8592,9831,4,2,Win
830447,9829,9851,1,0,Win
830448,8481,108893,0,0,Draw
830450,9873,9874,1,1,Draw
830456,8588,8689,2,3,Defeat
830458,8639,108893,5,0,Win
830459,8592,8583,1,1,Draw
830461,10249,8521,0,0,Draw
830463,9831,7819,0,4,Defeat
830465,9847,9873,3,1,Win
830467,9851,9827,0,0,Draw
830470,9874,8481,1,0,Win
830473,9941,9748,2,0,Win
830476,108893,9853,0,1,Defeat
830477,8583,10249,1,0,Win
830478,9827,9874,0,4,Defeat
830479,8521,9831,0,0,Draw
830480,7819,8588,1,1,Draw
830481,8689,9941,0,0,Draw
830482,9748,8592,3,2,Win
830484,8481,8639,0,1,Defeat
830486,9873,9851,2,0,Win
830489,8583,9748,4,0,Win
830490,8588,9827,1,0,Win
830492,8592,8521,3,0,Win
830494,10249,8689,3,1,Win
830496,9831,108893,3,2,Win
830498,9847,8481,2,2,Draw
830500,9851,7819,1,1,Draw
830502,9853,8639,1,2,Defeat
830503,9874,9829,3,0,Win
830505,9941,9873,0,0,Draw
830508,9827,9847,1,0,Win
830510,8521,9748,1,1,Draw
830512,7819,10249,2,0,Win
830514,8639,9874,1,0,Win
830516,8689,8592,2,2,Draw
830517,9829,8588,1,1,Draw
830519,8481,9831,3,0,Win
830520,9853,9851,1,2,Defeat
830522,9873,8583,1,1,Draw
830524,8583,8521,0,1,Defeat
830525,8588,108893,0,1,Defeat
830528,9748,7819,0,0,Draw
830529,8592,9873,2,2,Draw
830530,10249,9829,0,1,Defeat
830532,9831,8689,2,0,Win
830534,9847,8639,2,2,Draw
830535,9851,8481,0,2,Defeat
830537,9874,9853,2,1,Win
830538,9941,9827,2,0,Win
830540,9827,10249,2,0,Win
830541,8521,9941,0,2,Defeat
830542,7819,8592,2,2,Draw
830543,8639,9851,3,2,Win
830544,8689,8583,1,2,Defeat
830546,8481,8588,4,0,Win
830547,9853,9847,1,1,Draw
830550,9873,9831,2,1,Win
829900,108893,9851,0,1,Defeat
829901,9827,8592,1,1,Draw
829902,7819,8521,0,2,Defeat
829903,8639,9831,1,1,Draw
829904,8689,9748,2,0,Win
829905,9829,8583,2,0,Win
829907,8481,9941,0,2,Defeat
829908,9853,8588,3,1,Win
829909,9874,9847,3,1,Win
829910,9873,10249,0,1,Defeat
829911,8583,7819,1,1,Draw
829912,8521,8689,0,0,Draw
829913,8588,8639,1,4,Defeat
829914,9748,9873,1,1,Draw
829915,8592,9829,2,2,Draw
829916,10249,8481,1,2,Defeat
829917,9831,9827,2,1,Win
829918,9847,108893,4,0,Win
829919,9851,9874,2,1,Win
829920,9941,9853,0,1,Defeat
829922,9827,9748,2,0,Win
829923,8639,8583,1,0,Win
829924,8689,7819,0,1,Defeat
829925,9829,9941,0,0,Draw
829926,8481,8521,0,2,Defeat
829928,9847,9851,0,0,Draw
829929,9853,10249,3,0,Win
829930,9874,9831,4,0,Win
829931,9873,8588,1,1,Draw
829933,8583,8481,2,2,Draw
829934,8521,9873,1,0,Win
829935,7819,9827,0,0,Draw
829936,8588,9847,0,2,Defeat
829937,8689,9829,2,1,Win
829938,9748,9853,0,1,Defeat
829939,8592,9874,2,1,Win
829940,10249,108893,3,1,Win
829941,9831,9851,1,2,Defeat
829942,9941,8639,1,1,Draw
829944,108893,8583,0,4,Defeat
829945,9827,8689,1,0,Win
829946,8639,10249,3,1,Win
829947,9829,8521,0,1,Defeat
829948,8481,9748,2,3,Defeat
829949,9847,9831,0,0,Draw
829950,9851,9941,3,1,Win
829951,9853,8592,1,1,Draw
829952,9874,8588,3,0,Win
829953,9873,7819,2,1,Win
829954,8583,9827,0,1,Defeat
829955,8521,108893,0,0,Draw
829956,7819,9829,0,0,Draw
829957,8588,9851,0,0,Draw
829958,8689,9873,2,1,Win
829959,9748,8639,3,1,Win
829960,8592,8481,1,0,Win
829961,10249,9874,2,0,Win
829962,9831,9853,2,1,Win
829963,9941,9847,0,2,Defeat
1019336,8576,9941,0,2,Defeat
1019337,9827,9853,1,2,Defeat
1019338,8521,4087,2,2,Draw
1019339,7819,9873,1,0,Win
1019341,8592,9874,2,2,Draw
1019342,10249,8583,3,1,Win
1019343,8481,8639,1,1,Draw
1019344,9831,9748,1,3,Defeat
1019345,9847,8689,0,1,Defeat
1019500,8576,9847,1,3,Defeat
1019502,8583,8639,1,3,Defeat
1019505,8521,7819,1,1,Draw
1019507,4087,9853,1,2,Defeat
1019508,9748,8481,3,1,Win
1019510,10249,9836,5,3,Win
1019513,9831,9827,3,0,Win
1019514,9851,8689,2,0,Win
1019516,9941,8592,0,0,Draw
1019517,9873,9874,3,0,Win
1019521,8583,9851,0,1,Defeat
1019522,9827,8521,1,1,Draw
1019525,7819,10249,1,3,Defeat
1019528,8639,9748,3,1,Win
1019529,8689,9941,0,0,Draw
1019530,8592,8576,2,0,Win
1019532,8481,9831,1,0,Win
1019533,9847,9836,2,0,Win
1019535,9853,9873,1,0,Win
1019537,9874,4087,1,1,Draw
1019539,8576,9827,0,2,Defeat
1019541,8521,8689,3,1,Win
1019543,9836,8592,2,3,Defeat
1019545,4087,8583,3,1,Win
1019549,9748,9853,2,0,Win
1019552,10249,8481,2,0,Win
1019555,9831,9874,1,1,Draw
1019558,9847,7819,4,2,Win
1019560,9941,9851,1,0,Win
1019564,9873,8639,0,0,Draw
1019567,8583,9941,2,0,Win
1019569,9827,9847,1,1,Draw
1019571,7819,9836,3,0,Win
1019572,8639,4087,1,1,Draw
1019576,8689,8576,2,0,Win
1019578,8592,9831,2,0,Win
1019581,8481,8521,2,1,Win
1019583,9851,9873,1,1,Draw
1019586,9853,10249,1,1,Draw
1019587,9874,9748,2,1,Win
1019589,8576,7819,2,2,Draw
1019591,8521,9874,2,0,Win
1019593,9836,9827,2,0,Win
1019594,4087,8689,2,1,Win
1019595,9748,9851,1,2,Defeat
1019598,10249,8592,1,0,Win
1019601,9831,9853,0,2,Defeat
1019603,9847,8481,0,1,Defeat
1019605,9941,8639,0,0,Draw
1019609,9873,8583,2,1,Win
1019614,8583,9748,0,3,Defeat
1019616,9827,7819,2,0,Win
1019618,8639,8521,2,0,Win
1019621,8689,9831,1,0,Win
1019623,8592,9847,3,0,Win
1019625,8481,9836,1,2,Defeat
1019626,9851,4087,3,2,Win
1019629,9853,8576,3,1,Win
1019631,9874,10249,1,3,Defeat
1019633,9941,9873,2,0,Win
1019636,8576,8639,2,3,Defeat
1019637,9827,8481,2,0,Win
1019642,8521,9853,2,2,Draw
1019643,7819,8592,1,2,Defeat
1019645,9836,9874,0,0,Draw
1019647,4087,9873,2,1,Win
1019650,9748,9941,3,2,Win
1019654,10249,8689,4,0,Win
1019658,9831,9851,2,0,Win
1019660,9847,8583,3,2,Win
1019669,8583,9831,2,1,Win
1019670,8639,9836,2,0,Win
1019672,8689,9748,0,1,Defeat
1019673,8592,9827,0,0,Draw
1019674,8481,8576,2,2,Draw
1019677,9851,8521,1,1,Draw
1019683,9874,9847,0,1,Defeat
1019685,9941,4087,2,1,Win
1019690,9873,10249,1,0,Win
1019691,8576,9851,1,0,Win
1019696,9827,9874,1,0,Win
1019699,8521,8583,1,0,Win
1019703,7819,8481,1,2,Defeat
1019707,9836,9853,1,2,Defeat
1019710,9748,4087,2,1,Win
1019712,8592,8689,2,1,Win
1019716,10249,9941,1,1,Draw
1019717,9831,9873,2,0,Win
1019720,9847,8639,0,0,Draw
1019727,8583,9836,2,2,Draw
1019730,4087,10249,4,2,Win
1019733,8639,9831,4,4,Draw
1019734,8689,7819,0,0,Draw
1019737,8481,8592,1,3,Defeat
1019740,9851,9827,1,0,Win
1019745,9853,9847,0,1,Defeat
1019748,9874,8576,0,2,Defeat
1019752,9941,8521,0,0,Draw
1019755,9873,9748,1,0,Win
1019346,8583,8592,2,2,Draw
1019347,4087,9831,1,0,Win
1019348,8639,10249,0,1,Defeat
1019349,8689,9827,1,1,Draw
1019350,9748,8576,1,1,Draw
1019351,9851,9847,1,1,Draw
1019352,9853,8481,1,0,Win
1019353,9874,7819,1,2,Defeat
1019354,9941,9836,2,0,Win
1019355,9873,8521,0,0,Draw
1019762,8576,8583,2,1,Win
1019765,9827,9873,2,1,Win
1019767,8521,9831,1,0,Win
1019774,9836,4087,3,1,Win
1019779,8592,8639,2,0,Win
1019784,10249,9748,1,0,Win
1019786,8481,8689,2,2,Draw
1019788,9847,9941,3,1,Win
1019791,9853,9874,1,0,Win
1019794,8583,8481,1,3,Defeat
1019798,8521,9847,0,1,Defeat
1019800,4087,9827,0,0,Draw
1019803,8639,9853,3,0,Win
1019807,8689,9874,1,1,Draw
1019810,9748,9836,3,1,Win
1019815,9831,10249,0,1,Defeat
1019817,9851,8592,1,2,Defeat
1019822,9873,8576,1,2,Defeat
1019827,8576,9831,1,1,Draw
1019829,9827,9941,2,0,Win
1019832,7819,8583,2,1,Win
1019835,9836,9873,1,2,Defeat
1019837,8592,9748,2,2,Draw
1019842,10249,8521,1,0,Win
1019845,8481,9851,0,0,Draw
1019849,9847,4087,3,1,Win
1019851,9853,8689,4,2,Win
1019856,9874,8639,0,1,Defeat
1019861,8583,8689,1,1,Draw
1019864,8521,9836,1,1,Draw
1019870,4087,8592,2,0,Win
1019876,8639,9827,4,5,Defeat
1019879,9748,7819,1,2,Defeat
1019881,10249,8576,3,0,Win
1019882,9831,9847,0,0,Draw
1019884,9851,9874,1,0,Win
1019886,9941,9853,0,1,Defeat
1019889,9873,8481,1,0,Win
1019893,8576,8521,0,0,Draw
1019896,9827,9748,1,0,Win
1019900,7819,4087,2,2,Draw
1019905,9836,9831,3,0,Win
1019909,8689,8639,0,1,Defeat
1019911,8592,9873,1,1,Draw
1019914,8481,9941,0,3,Defeat
1019918,9847,10249,2,2,Draw
1019923,9853,9851,4,0,Win
1019926,9874,8583,0,0,Draw
1019931,8576,9836,2,1,Win
1019934,8583,9853,0,0,Draw
1019936,8521,8592,1,0,Win
1019938,4087,8481,2,0,Win
1019940,9748,9847,4,4,Draw
1019943,10249,9827,1,0,Win
1019946,9831,7819,1,0,Win
1019948,9851,8639,1,1,Draw
1019951,9941,9874,2,0,Win
1019952,9873,8689,2,0,Win
1019956,9827,9831,1,2,Defeat
1019958,7819,8521,0,0,Draw
1019961,9836,10249,1,1,Draw
1019963,8639,8583,2,2,Draw
1019965,8689,9851,0,2,Defeat
1019967,8592,9941,0,1,Defeat
1019969,8481,9748,2,0,Win
1019970,9847,8576,4,1,Win
1019972,9853,4087,0,2,Defeat
1019974,9874,9873,1,1,Draw
1019977,8576,8592,1,0,Win
1019980,8521,9827,0,2,Defeat
1019983,9836,9847,1,2,Defeat
1019985,4087,9874,2,3,Defeat
1019989,9748,8639,2,1,Win
1019992,10249,7819,3,0,Win
1019994,9831,8481,1,1,Draw
1019996,9851,8583,1,1,Draw
1020000,9941,8689,1,1,Draw
1020002,9873,9853,1,2,Defeat
1020008,8583,4087,0,2,Defeat
1020010,9827,8576,1,1,Draw
1020011,7819,9847,2,2,Draw
1020014,8639,9873,4,0,Win
1020016,8689,8521,2,1,Win
1020017,8592,9836,1,2,Defeat
1020019,8481,10249,1,0,Win
1020021,9851,9941,0,1,Defeat
1020023,9853,9748,0,1,Defeat
1020025,9874,9831,2,0,Win
1020028,8576,8689,1,1,Draw
1020030,8521,8481,0,1,Defeat
1020033,9836,7819,2,0,Win
1020034,4087,8639,0,3,Defeat
1020036,9748,9874,2,1,Win
1020038,10249,9853,1,0,Win
1020040,9831,8592,1,1,Draw
1020050,9847,9827,1,1,Draw
1020053,9941,8583,1,0,Win
1020055,9873,9851,1,0,Win
1019357,8576,4087,1,1,Draw
1019358,9827,8583,1,1,Draw
1019359,8521,9748,1,1,Draw
1019361,7819,8639,1,2,Defeat
1019363,9836,8689,2,0,Win
1019365,8592,9853,0,0,Draw
1019368,10249,9851,4,0,Win
1019370,8481,9874,1,2,Defeat
1019372,9831,9941,1,1,Draw
1019374,9847,9873,2,1,Win
1020057,8583,9873,2,0,Win
1020060,9827,9836,1,1,Draw
1020062,7819,8576,0,0,Draw
1020064,8639,9941,2,1,Win
1020071,8689,4087,0,1,Defeat
1020075,8592,10249,1,3,Defeat
1020078,8481,9847,2,1,Win
1020080,9851,9748,1,1,Draw
1020082,9853,9831,2,3,Defeat
1020092,9874,8521,2,1,Win
1020096,8576,9853,1,1,Draw
1020099,8521,8639,3,1,Win
1020101,7819,9827,1,0,Win
1020104,9836,8481,0,2,Defeat
1020106,4087,9851,1,3,Defeat
1020109,9748,8583,2,1,Win
1020111,10249,9874,2,1,Win
1020114,9831,8689,2,0,Win
1020115,9847,8592,2,1,Win
1020117,9873,9941,2,0,Win
1020118,8583,9847,1,1,Draw
1020119,8639,8576,4,1,Win
1020120,8689,10249,2,1,Win
1020123,8592,7819,1,1,Draw
1020124,8481,9827,2,2,Draw
1020126,9851,9831,3,1,Win
1020128,9853,8521,2,1,Win
1020130,9874,9836,1,0,Win
1020132,9941,9748,3,0,Win
1020134,9873,4087,0,3,Defeat
1020137,8576,8481,0,0,Draw
1020149,9827,8592,2,1,Win
1020150,8521,9851,0,1,Defeat
1020152,7819,9853,1,4,Defeat
1020153,9836,8639,0,2,Defeat
1020156,4087,9941,2,1,Win
1020159,9748,8689,3,2,Win
1020162,10249,9873,1,0,Win
1020163,9831,8583,1,0,Win
1020167,9847,9874,6,1,Win
1020181,8583,8521,4,0,Win
1020183,4087,9748,1,3,Defeat
1020185,8639,9847,2,1,Win
1020187,8689,8592,2,1,Win
1020188,8481,7819,1,1,Draw
1020190,9851,8576,3,1,Win
1020191,9853,9836,1,0,Win
1020193,9874,9827,0,3,Defeat
1020194,9941,10249,0,1,Defeat
1020196,9873,9831,2,0,Win
1020197,8576,9874,2,1,Win
1020199,9827,9851,2,0,Win
1020200,8521,9941,0,0,Draw
1020201,7819,8689,1,0,Win
1020202,9836,8583,0,2,Defeat
1020203,9748,9873,4,1,Win
1020204,8592,8481,1,0,Win
1020205,10249,4087,2,2,Draw
1020206,9831,8639,0,1,Defeat
1020207,9847,9853,2,0,Win
1020208,8583,9827,2,4,Defeat
1020210,4087,8576,2,1,Win
1020213,8639,7819,3,0,Win
1020215,8689,9836,0,0,Draw
1020216,9748,8521,1,1,Draw
1020218,9851,10249,0,2,Defeat
1020220,9853,8592,0,0,Draw
1020222,9874,8481,1,0,Win
1020224,9941,9831,0,0,Draw
1020226,9873,9847,3,4,Defeat
1020228,8576,9748,1,1,Draw
1020229,9827,8689,1,0,Win
1020230,8521,9873,1,0,Win
1020231,7819,9874,1,3,Defeat
1020232,9836,9941,1,1,Draw
1020233,8592,8583,3,0,Win
1020234,10249,8639,1,0,Win
1020236,8481,9853,3,2,Win
1020237,9831,4087,1,1,Draw
1020239,9847,9851,3,0,Win
1020241,8583,10249,1,2,Defeat
1020242,4087,8521,0,1,Defeat
1020245,8639,8481,4,1,Win
1020246,8689,9847,1,2,Defeat
1020248,9748,9831,3,4,Defeat
1020249,9851,9836,5,0,Win
1020250,9853,9827,2,3,Defeat
1020252,9874,8592,1,0,Win
1020254,9941,8576,0,2,Defeat
1020256,9873,7819,3,1,Win
1019385,8583,8576,4,1,Win
1019387,4087,9836,0,1,Defeat
1019389,8639,8592,3,2,Win
1019391,8689,8481,2,1,Win
1019392,9748,10249,2,1,Win
1019393,9831,8521,0,0,Draw
1019395,9851,7819,3,2,Win
1019396,9874,9853,2,1,Win
1019397,9941,9847,1,3,Defeat
1019398,9873,9827,1,2,Defeat
1019400,8576,9873,3,1,Win
1019402,9827,4087,0,0,Draw
1019406,9836,9748,1,2,Defeat
1019408,8592,9851,0,1,Defeat
1019410,10249,9831,1,0,Win
1019412,8481,8583,0,0,Draw
1019414,9847,8521,1,0,Win
1019416,9853,8639,1,3,Defeat
1019417,9874,8689,1,1,Draw
1019419,8583,7819,1,1,Draw
1019420,8521,10249,2,2,Draw
1019422,4087,9847,2,2,Draw
1019424,8639,9874,2,2,Draw
1019426,8689,9853,3,0,Win
1019428,9748,8592,2,0,Win
1019429,9831,8576,3,0,Win
1019431,9851,8481,1,1,Draw
1019433,9941,9827,3,2,Win
1019435,9873,9836,4,0,Win
1019437,8576,10249,1,3,Defeat
1019438,9827,8639,1,1,Draw
1019441,7819,9748,1,0,Win
1019446,9836,8521,1,0,Win
1019447,8689,8583,1,1,Draw
1019449,8592,4087,2,0,Win
1019451,8481,9873,1,1,Draw
1019452,9847,9831,2,1,Win
1019454,9853,9941,1,1,Draw
1019455,9874,9851,2,6,Defeat
1019457,8583,9874,4,1,Win
1019459,8521,8576,1,1,Draw
1019461,4087,7819,2,4,Defeat
1019462,8639,8689,1,1,Draw
1019464,9748,9827,3,1,Win
1019467,10249,9847,0,3,Defeat
1019469,9831,9836,1,1,Draw
1019471,9851,9853,1,1,Draw
1019472,9941,8481,1,0,Win
1019475,9873,8592,1,1,Draw
1019478,9827,10249,2,2,Draw
1019479,7819,9831,1,1,Draw
1019481,9836,8576,1,1,Draw
1019484,8639,9851,2,0,Win
1019487,8689,9873,2,0,Win
1019488,8592,8521,1,1,Draw
1019490,8481,4087,1,1,Draw
1019492,9847,9748,2,0,Win
