match_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,labellabel,avg_performane_of_main_home_players,avg_performane_of_all_home_players,avg_performane_of_main_away_players,avg_performane_of_all_away_players
665712,9985,10001,1,0,Win,75.15698200020225,72.10357283468085,66.56587615283266,64.71671188183566
665719,9984,9994,4,0,Win,66.75999999999999,64.71349862258954,68.773175990676,66.64421752489933
665721,9991,8342,1,1,Draw,69.82632059275322,67.736053403256,71.56280952380953,69.70029926595144
665727,9993,10000,1,1,Draw,66.15211675579323,64.7111232353763,68.33624437781108,64.93053124889045
665728,8342,9985,2,1,Win,71.86410822510823,70.2306623119963,75.58698200020225,71.91863965192158
665729,8635,8203,2,0,Win,75.69392569827352,72.63419388012186,67.57911111111112,65.24473264109628
665730,9987,9994,3,1,Win,72.78709551656921,69.7326624642414,68.64856060606061,66.67679858020767
665733,8571,9984,3,1,Win,70.14770523594053,66.51683702512581,66.75999999999999,64.77777777777777
665737,9997,8342,1,1,Draw,67.98354978354979,65.43856749311296,71.86410822510823,70.32590040723439
665739,9984,9987,1,0,Win,66.185,64.4521349862259,74.19551302498671,70.70527167321426
665741,8203,8571,1,1,Draw,68.33979487179488,65.69609945609945,70.14770523594053,67.4117865200753
665745,8635,9987,2,0,Win,76.8708487751966,73.40240168764001,72.43074631022,68.56137819295714
665749,10000,9985,1,1,Draw,68.33624437781108,66.63255145091064,74.87853372434017,71.90427816383445
665753,8571,9994,3,1,Win,70.14770523594053,67.4117865200753,69.23882183908046,66.53507583064793
